Conference Name,Conference Series,Link,Categories,When,Where,Submission Deadline,Notification Due,Final Version Due,Abstract Registration Due
 TIs  2016 : THEORY OF IMPLEMENTATION SECURITY WORKSHOP,N/A,https://www.cosic.esat.kuleuven.be/events/acm-ccs2016/,"['cryptography', 'security', 'implementation']","Oct 24, 2016 - Oct 28, 2016","Hofburg Palace, Vienna, Austria","Jul 22, 2016","Sep 2, 2016","Sep 11, 2016",
 SMC  2016 : 13th Sound and Music Conference,N/A,http://quintetnet.hfmt-hamburg.de/SMC2016,[],"Aug 31, 2016 - Sep 3, 2016","Hamburg, Germany","May 1, 2016","Jun 15, 2016","Jun 1, 2016",
 SIMBig  2016 : 3rd Annual International Symposium on Information Management and Big Data,N/A,http://simbig.org/SIMBig2016/,"['big data', 'data mining', 'natural language processing', 'semantic web']","Sep 1, 2016 - Sep 3, 2016",Cuzco,"Jul 8, 2016","Jul 29, 2016","Aug 10, 2016",
 AI  2016 : The 29th Australasian Joint Conference on Artificial Intelligence,N/A,http://ai2016.net,"['artificial intelligence', 'data mining', 'machine learning', 'natural language processing']","Dec 5, 2016 - Dec 9, 2016","Hobart, Australia","Jul 28, 2016","Sep 2, 2016","Sep 16, 2016",
 IFIP Networking  2017 : IFIP Networking 2017,N/A,N/A,[],"May 18, 2017 - May 19, 2017",TBD,"Dec 8, 2016",,,
 SIGCOMM  2017 : SIGCOMM 2017 : the flagship annual conference of the ACM Special Interest Group on Data Communication,N/A,N/A,[],"May 9, 2017 - Jun 22, 2017",TBD,"Jan 29, 2017",,,
 TechAAL  2016 : 2nd IET International Conference on Technologies for Active and Assisted Living,N/A,http://www.theiet.org/events/tpn/techaal,"['ambient assisted living', 'ambient intelligence', 'assistive technologies', 'health']","Oct 24, 2016 - Oct 25, 2016",London,"Jul 29, 2016","Sep 16, 2016","Sep 23, 2016",
 HACU IC   2017 : HACU 12th International Conference,N/A,http://www.hacu.net/hacu/Call_for_Presentations_%28IC%292.asp,"['education', 'international education']","Apr 29, 2017 - May 1, 2017","San José, Costa Rica","Sep 30, 2016",,,
 GWHE   2016 : 11th Guangzhou International Water Heating Exhibition 2016 (GWHE 2016),N/A,http://www.whstgz.com/en,"['11th guangzhou international', 'ater heating exhibition', 'GWHE 2016']","Sep 26, 2016 - Sep 28, 2016",Guangzhou,TBD,,,
 MTC16Malaysia Conference  2016 : International Academic Research Conference on Marketing & Tourism,N/A,http://globalbizresearch.org/Malaysia_Conference_2016_July2/,"['marketing', 'tourism', 'consumer psychology', 'management']","Jul 15, 2016 - Jul 17, 2016",Hotel GTower Kuala Lumpur,"Jun 10, 2016","Jun 15, 2016","Jun 25, 2016","May 30, 2016"
 SBESC  2016 : VI Brazilian Symposium on Computing Systems Engineering,N/A,http://sbesc.lisha.ufsc.br/sbesc2016/Home,"['operating systems', 'embedded systems', 'real-time systems']","Nov 1, 2016 - Nov 4, 2016","João Pessoa, Paraíba, Brazil","Jul 18, 2016","Sep 5, 2016","Oct 3, 2016",
 IICAHHawaii  2017 : The IAFOR International Conference on Arts & Humanities – Hawaii 2017,N/A,http://iafor.org/conferences/iicahhawaii2017/,"['iafor', 'arts', 'humanities', 'conference']","Jan 5, 2017 - Jan 7, 2017","Honolulu, Hawaii","Nov 1, 2016",,"Feb 7, 2017",
" IICSEEHawaii  2017 : The IAFOR International Conference on Sustainability, Energy & the Environment – Hawaii 2017",N/A,http://iafor.org/conferences/iicseehawaii2017/,"['iafor', 'sustainability', 'energy', 'environment']","Jan 5, 2017 - Jan 7, 2017","Honolulu, Hawaii","Nov 1, 2016",,"Feb 7, 2017",
 AASEC  2016 : The 1st Annual Applied Science and Engineering Conference,N/A,http://aasec.conference.upi.edu/,"['applied science', 'engineering', 'technology', 'science']","Nov 18, 2016 - Nov 18, 2016","Grand Tjokro Hotel Bandung, Indonesia","Jun 26, 2016","Aug 19, 2016","Sep 25, 2016","Apr 20, 2016"
 AIR  2016 : Artificial Intelligence and Robotics Conference,N/A,http://www.air2016.org,"['robotics', 'artificial intelligence']","Nov 29, 2016 - Dec 1, 2016","Nanjing, china","Jul 1, 2016","Sep 1, 2016","Nov 1, 2016",
 IICEHawaii  2017 : The Second IAFOR International Conference on Education – Hawaii 2017,N/A,http://iafor.org/conferences/iicehawaii2017/,"['iafor', 'conference', 'education', 'hawaii']","Jan 8, 2017 - Jan 10, 2017","Honolulu, Hawaii","Sep 1, 2016",,"Feb 10, 2017",
 IICSSHawaii  2017 : The IAFOR International Conference on Social Sciences – Hawaii 2017,N/A,http://iafor.org/conferences/iicsshawaii2017/,"['iafor', 'social sciences', 'sociology', 'hawaii']","Jan 5, 2017 - Jan 7, 2017","Honolulu, Hawaii","Nov 1, 2016",,"Feb 7, 2017",
 Bigdata-Medicine  2016 : High-Performance Computing and Big Data in Omics-Based Medicine 2016,N/A,http://www.hindawi.com/journals/bmri/si/503682/cfp/,"['omics-based medicine', 'bioinformatics', 'big data']",N/A,N/A,"Jun 24, 2016",,,
 AIR  2016 : Artificial Intelligence and Robotics Conference,N/A,http://www.air2016.org,"['robotics', 'artificial intelligence', 'mechatronics']","Nov 29, 2016 - Dec 1, 2016","Nanjing, china","Jul 1, 2016","Sep 1, 2016","Nov 1, 2016",
 IoT&Privacy  2016 : Personal and Ubiquitous Computing Special Issue on the Internet of Things and Privacy,N/A,http://www.springer.com/cda/content/document/cda_downloaddocument/PUC_CfP_Special_Issue_IoT_Privacy1.pdf,"['computer science', 'HCI', 'internet of things', 'privacy']",N/A,N/A,"Sep 2, 2016","Sep 30, 2016","Nov 30, 2016",
 EXPRESS/SOS  2016 : Combined 23th International Workshop on Expressiveness in Concurrency and 13th Workshop on Structural Operational Semantics (EXPRESS/SOS 2016),N/A,http://express-sos2016.cs.vu.nl/,"['formal methods', 'semantics', 'theoretical computer science', 'logic']","Aug 22, 2016 - Aug 22, 2016",Québec,"Jun 13, 2016","Jul 18, 2016","Jul 29, 2016",
 IEEE IS on Comp Ad  2016 : A FINAL Reminder: Special Issue on Computational Advertising in IEEE Intelligent Systems,N/A,http://www.computer.org/web/computingnow/iscfp1,"['computational advertising', 'advertising', 'online advertising', 'marketing']",N/A,N/A,"May 1, 2016","Jul 1, 2016","Sep 20, 2016",
 CRYPIS  2016 : Fifth International Conference on Cryptography and Information Security ,N/A,http://itcse.org/crypis/index.html,"['cryptography', 'information security', 'computational intelligence', 'privacy']","May 28, 2016 - May 29, 2016","Sydney , Australia","Apr 30, 2016","May 9, 2016","May 15, 2016",
 IICTCHawaii  2017 : The Second IAFOR International Conference on Technology in the Classroom – Hawaii 2017,N/A,http://iafor.org/conferences/iictchawaii2017/,"['iafor', 'technology', 'education', 'conference']","Jan 8, 2017 - Jan 10, 2017","Honolulu, Hawaii","Sep 1, 2016",,"Feb 10, 2017",
 MGES   2016 : Myanmar Green Energy Summit 2016 - Sustainable Water & Energy Resources Management Week,N/A,http://www.myanmargreenenergysummit.com/,"['myanmar', 'energy', 'green', 'technology']","Aug 15, 2016 - Aug 16, 2016","Sule Shangri-la Yangon, Myanmar",TBD,,,
 RELAW  2016 : Ninth International Workshop on Requirements Engineering and Law,N/A,http://gaius.isri.cmu.edu/relaw/2016/,"['requirements engineering', 'software engineering', 'regulatory compliance', 'legal requirements']","Sep 13, 2016 - Sep 13, 2016","Beijing, China","Jun 27, 2016","Jul 8, 2016","Jul 24, 2016",
 PLP  2016 : The Third Workshop on Probabilistic Logic Programming,N/A,http://www.stoics.org.uk/plp/plp2016/,"['probabilistic logic', 'artificial intelligence', 'uncertainty']","Sep 3, 2016 - Sep 3, 2016","London, UK","Jun 24, 2016","Jul 15, 2016","Jul 29, 2016",
 GWC  2016 : Global Water Conference 2016 - Sustainable Water & Energy Resources Management Week,N/A,http://www.globalwaterconference.com/,"['global', 'water', 'conference', 'hydro']","Aug 17, 2016 - Aug 18, 2016","Sule Shangri-la Yangon, Myanmar","Aug 16, 2016",,,
 ISM  2016 : IEEE International Symposium on Multimedia,International Symposium on Multimedia,http://www.ieee-ism.org,"['systems and architectures', 'communications and streaming', 'multimedia interfaces', 'media coding, processing']","Dec 11, 2016 - Dec 13, 2016","San Jose, Calilfornia","Jul 15, 2016","Sep 5, 2016","Oct 7, 2016",
 SPMED  2016 : International Workshop on Real-World Security and Privacy for Collaborative Medical Analytics,N/A,https://www.securityweek2016.tu-darmstadt.de/spmed-2016/ ,"['security', 'privacy', 'genomics', 'medical analytics']","Jul 18, 2016 - Jul 18, 2016","Darmstadt, Germany",TBD,,,
 SAH  2017 : Society of Architectural Historians 2017 Annual International Conference,N/A,http://sah.org/2017/cfp,"['architectural history', 'art history', 'architecture', 'history']","Jun 7, 2017 - Jun 11, 2017","Glasgow, Scotland, UK","Jun 6, 2016",,,
 MCC_NF  2016 : Mobile Cloud Computing: The New Frontier,N/A,http://privatewww.essex.ac.uk/~fleum/workshop/,"['cloudlets at the internet', 'virtual cloud providers', 'advances in code offloading', 'security, privacy, and safety']","Sep 19, 2016 - Sep 22, 2016",University of Surrey  in London,"May 20, 2016","Jun 20, 2016","Jul 20, 2016",
 WLEC   2017 : 8th Annual Women's Leadership and Empowerment Conference ,N/A,http://www.wleconference.org,"['social science', 'education', 'interdisciplinary', 'business']","Mar 1, 2017 - Mar 3, 2017","Bangkok, Thailand","Feb 1, 2017",,"Feb 10, 2017",
 OMICS International  2016 : conferenceseries.com london-conferences-symposiums-workshops,N/A,http://www.conferenceseries.com/london-conferences-symposiums-workshops.php,[],"May 1, 2016 - Dec 31, 2017",london,TBD,,,
 PSPC  2017 : 10th Annual Poverty and Social Protection Conference ,N/A,http://www.pspconference.org,"['social science', 'development', 'humanities', 'agriculture']","Mar 9, 2017 - Mar 11, 2017","Bangkok, Thailand","Feb 1, 2017",,"Feb 10, 2017",
 EDC  2017 : 12th Annual Education and Development Conference ,N/A,http://www.ed-conference.org,"['education', 'teaching', 'higher education', 'language']","Mar 5, 2017 - Mar 7, 2017","Bangkok, Thailand","Feb 1, 2017",,"Feb 10, 2017",
 Non-Coding RNA & RNAi Therapeutics  2016 : 7th Non-Coding RNA & RNAi Therapeutics Conference,N/A,https://www.gtcbio.com/conferences/non-coding-rna-rnai-therapeutics-overview,"['biotechnology', 'RNA', 'drug discovery']","Sep 14, 2016 - Sep 15, 2016","Boston, MA","Aug 14, 2016",,,
" IC4T 2K  2016 : IEEE INTERNATIONAL CONFERENCE ON COMPUTING, COMMUNICATION AND CONTROL TECHNOLOGY",N/A,http://www.ic4t.co.in,"['computer', 'control system', 'communication', 'embedded']","Nov 10, 2016 - Nov 12, 2016","Lucknow, UP, India","May 30, 2016","Aug 12, 2016","Sep 15, 2016",
 IBIOMED  2016 : The 1st International Conference on Biomedical Engineering,N/A,http://ibiomed.ugm.ac.id/,"['biomedical engineering', 'signal processing', 'bioinstrumentation', 'computational biology']","Oct 5, 2016 - Oct 6, 2016","Yogyakarta, Indonesia","Jun 3, 2016","Jul 15, 2016","Aug 19, 2016",
 WiMo  2016 : Eighth International Conference on Wireless & Mobile Network (WiMo 2016),N/A,http://itcse.org/wimo/index.html,"['wireless networks', 'wireless sensor networks', 'mobile computing', 'cryptography']","May 28, 2016 - May 29, 2016","Sydney , Australia","Apr 30, 2016","May 9, 2016","May 15, 2016",
 AITIC  2016 : 2016 Applied Informatics and Technology Innovation Conference,N/A,http://air.newcastle.edu.au/AIR_files/Conference2016.html,"['computer science', 'artificial intelligence', 'data analytics', 'ICT']","Nov 22, 2016 - Nov 24, 2016","Newcastle, Australia","Jul 1, 2016","Aug 15, 2016","Sep 5, 2016",
" HIPAA - Putting an Organizational   2016 : Seminar on HIPAA - Putting an Organizational Compliance Program in Place at Boston, MA",N/A,http://www.mentorhealth.com/control/globalseminars/~product_id=200063SEMINAR,"['hipaa privacy rule', 'compliance program in place', 'medical/dental office managers', 'hipaa seminar']","May 5, 2016 - May 6, 2016","Boston, Massachusetts","May 3, 2016",,,
 JISE  2016 : Journal of Information Science and Engineering :Special Issue on Cloud Computing and Security,N/A,http://www.iis.sinica.edu.tw/page/jise/FILE/CFP_SI_CCS.html,"['cloud computing', 'cloud security', 'access control mechanisms', 'privacy']",N/A,N/A,TBD,"Aug 14, 2016","Sep 1, 2016",
" Analytical Instrument Qualification  2016 : Conference on Analytical Instrument Qualification and Validation: Understanding to Prepare for FDA Audits to become Part 11 Compliant at Boston, MA",N/A,http://www.mentorhealth.com/control/globalseminars/~product_id=200060SEMINAR,"['it managers', 'fda regulations for analytical', 'quality professionals', 'principles of instrument quali']","May 5, 2016 - May 6, 2016","Boston, MA","May 3, 2016",,,
" Key Factors to Write an Effective  2016 : Seminar on Key Factors to Write an Effective Standard Operating Procedure (SOP) and Work Instructions (WIs) at Philadelphia, PA ",N/A,http://www.mentorhealth.com/control/globalseminars/~product_id=200065SEMINAR,"['write an effective standard', 'manufacturing and technical', 'clinical research managers', 'quality assurance/quality cont']","May 12, 2016 - May 13, 2016","Philadelphia, PA","May 10, 2016",,,
 ACE  2016 : Sustainable Vital Technologies in Engineering and Informatics - Emerging Technologies in Informatics,N/A,http://bueace.com/,"['computer science', 'engineering']","Nov 8, 2016 - Nov 10, 2016","Cairo, Egypt","Jun 30, 2016","Jul 31, 2016","Aug 15, 2016","May 1, 2016"
" CADES EPHR   2016 : CADES МЕЖДУНАРОДНАЯ КОНФЕРЕНЦИЯ ПО ВОПРОСАМ ОБРАЗОВАНИЯ, ПЕДАГОГИКИ И ГУМАНИТАРНЫМ ИССЛЕДОВАНИЯМ",N/A,https://www.facebook.com/events/189700538049163/,"['education', 'humanities', u'\u0444\u0438\u043b\u043e\u043b\u043e\u0433\u0438\u044f', u'\u043f\u0435\u0434\u0430\u0433\u043e\u0433\u0438\u043a\u0430']","Apr 21, 2016 - May 30, 2016",USA,"May 20, 2016",,,
" Marketing Products without Getting   2016 : Seminar on Marketing Products without Getting Hammered by FDA at SFO, CA",N/A,http://www.mentorhealth.com/control/globalseminars/~product_id=200042SEMINAR,"['healthcare marketing', 'marketing products', 'hammered by fda', 'manufacturing']","May 26, 2016 - May 27, 2016","SFO, CA","May 24, 2016",,,
 SP XXI  2016 : І МІЖНАРОДНА НАУКОВО-ПРАКТИЧНА КОНФЕРЕНЦІЯ - СТРАТЕГІЧНІ ПРІОРИТЕТИ В ХХІ СТОЛІТТІ ,N/A,https://www.facebook.com/events/488627301338975/,"['management', 'innovation', 'economics', 'law']","Apr 21, 2016 - May 20, 2016","Kyiv, Ukraine","May 19, 2016",,,
" Validation and 21 CFR 11 Compliance  2016 : Seminar on Validation and 21 CFR 11 Compliance of Computer Systems: Intermediate to Advanced by FDA at Washington, DC",N/A,http://www.mentorhealth.com/control/globalseminars/~product_id=200043SEMINAR,"['compliance of computer systems', 'training managers', 'quality managers', 'health and safety training']","May 26, 2016 - May 27, 2016","Washington, DC","May 24, 2016",,,
" Internal Auditing for the Medical   2016 : Seminar on Internal Auditing for the Medical Device Industry at SFO, CA",N/A,http://www.mentorhealth.com/control/globalseminars/~product_id=200062SEMINAR,"['internal auditing', 'medical device industry', 'health education', 'health and safety training']","May 19, 2016 - May 20, 2016","SFO, CA","May 17, 2016",,,
 FGCS-SPIFC  2016 : Special Issue on Security and Privacy Issues in Fog Computing -- Future Generation Computer Systems,N/A,http://www.journals.elsevier.com/future-generation-computer-systems/call-for-papers/special-issue-on-security-and-privacy-issues-in-fog-computin/,"['security', 'privacy']",N/A,N/A,"May 31, 2016","Oct 1, 2016","Dec 15, 2016",
 RTNS  2016 : 24th International Conference on Real-Time Networks and Systems,N/A,http://rtns16.univ-brest.fr/,[],"Oct 19, 2016 - Oct 21, 2016","Brest, France","Jul 25, 2016","Sep 8, 2016","Sep 22, 2016",
" EES17  2017 : EMBO|EMBL Symposium: Neural circuits in the past, present and future",N/A,http://www.embo-embl-symposia.org/symposia/2017/EES17-02/index.html,"['neuroscience', 'genetics', 'evolution ecology']","May 14, 2017 - May 17, 2017",EMBL,"Feb 17, 2017",,,
 BUEACE1  2016 : Sustainable Vital Technologies in Engineering & Informatics,N/A,http://www.bueace.com/,"['energy', 'built environment', 'informatics', 'robotics']","Nov 8, 2016 - Nov 10, 2016","Cairo, EGYPT","May 15, 2016","Jun 1, 2016","Jun 30, 2016",
" ISOLA   2016 : 7th International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",Leveraging Applications of Formal Methods,http://www.isola-conference.org/isola2016,"['leveraging', 'formal methods', 'verification', 'validation']","Oct 5, 2016 - Oct 14, 2016",Corfu,"May 2, 2016","Jun 10, 2016","Jul 10, 2016","Apr 25, 2016"
" Risk Analysis and Design of Experiments  2016 : Seminar on Risk Analysis and Design of Experiments (DOE) in Process Validation and Development at Philadelphia, PA",N/A,http://www.mentorhealth.com/control/globalseminars/~product_id=200061SEMINAR,"['risk analysis and design', 'process validation and develop', 'design engineers', 'manufacturing']","May 12, 2016 - May 13, 2016","Philadelphia, PA","May 10, 2016",,,
" Medical Device Manufacturers  2016 : Seminar on Supplier Management for Medical Device Manufacturers at Washington, DC",N/A,http://www.mentorhealth.com/control/globalseminars/~product_id=200067SEMINAR,"['medical device manufacturers', 'supplier engineers', 'regulatory compliance managers', 'health and safety training']","May 26, 2016 - May 27, 2016","Washington, DC","May 24, 2016",,,
" HIPAA Privacy, Security  2016 : Seminar on The A to Z's of HIPAA Privacy, Security, and Breach Notification Rules at Las Vegas, NV",N/A,http://www.mentorhealth.com/control/globalseminars/~product_id=200040SEMINAR,"['hipaa privacy, security', 'health information', 'medical office managers', 'health and safety training']","May 19, 2016 - May 20, 2016","Las Vegas, NV","May 17, 2016",,,
 MMHealth   2016 : Multimedia for personal health and health care ,N/A,https://www.mmhealth2016.uni-oldenburg.de/,"['health technology', 'multimedia', 'visualization', 'personal health']","Oct 16, 2016 - Oct 16, 2016","Amsterdam, the Netherlands","Jul 11, 2016","Aug 2, 2016","Aug 16, 2016",
 C&S-SDSCTM  2016 : Special Issue on Security Data Science and Cyber Threat Management -- Computers & Security,N/A,http://www.journals.elsevier.com/computers-and-security/call-for-papers/special-issue-security-data-science-cyber-threat/,['security'],N/A,N/A,"Aug 1, 2016","Oct 20, 2016",,
 VMBRDays  2016 : Vienna Music Business Research Days ,N/A,https://musicbusinessresearch.files.wordpress.com/2010/09/call-for-papers-vienna-music-business-research-days-20161.pdf,"['music business', 'management', 'music', 'artists']","Sep 27, 2016 - Sep 29, 2016",Vienna / Austria,"Apr 30, 2016","Jun 1, 2016","Aug 31, 2016",
 SPeh-JMS  2016 : Topical Collection on Security and Privacy in e-healthcare -- Journal of Medical Systems,N/A,http://www.springer.com/public+health/journal/10916,"['security', 'privacy', 'information system', 'health']",N/A,N/A,"Jun 30, 2016","Aug 15, 2016","Oct 15, 2016",
 PMC-CUC  2016 : Cybersecurity for Ubiquitous Cities -- Pervasive and Mobile Computing,N/A,http://www.journals.elsevier.com/pervasive-and-mobile-computing/call-for-papers/cybersecurity-for-ubiquitous-cities/,['security'],N/A,N/A,"Jul 15, 2016","Sep 15, 2016",,
 SEAA  2016 : 42nd Euromicro Conference on Software Engineering and Advanced Applications (SEAA 2016),N/A,http://dsd-seaa2016.cs.ucy.ac.cy/,"['software engineering', 'advanced applications', 'software management', 'software management']","Aug 31, 2016 - Sep 2, 2016",Limassol,"Mar 12, 2016","Apr 20, 2016","May 13, 2016",
 SOCNE  2016 : 10th International Workshop on Service-Oriented Cyber-Physical Systems in Converging Networked Environments,N/A,http://www.socne.org,"['internet of things iot', 'cyber-physical systems cps', 'embedded web services', 'SOA']","Sep 6, 2016 - Sep 9, 2016","Berlin, Germany","Jun 8, 2016","Jun 20, 2016","Jul 1, 2016",
 Aboriginal North America  2016 : Aboriginal North America and Europe: Strengthening Connections,N/A,http://strengtheningconne.wix.com/aboriginalconference,"['interdisciplinary', 'native americans', 'native canadians', 'literature, culture, history']","Nov 11, 2016 - Nov 13, 2016","Poznan, Poland","Apr 30, 2016",,,
" CIIQBA  2016 : IV Congreso Internacional de Ingeniería Química, Biotecnológica y Alimentaria",N/A,http://ccia.cujae.edu.cu/index.php/ciiqba/,"['chemical engineering', 'biotechnological engineering', 'food engineering']","Nov 21, 2016 - Nov 25, 2016","La Habana, Cuba","Jun 30, 2016","Aug 20, 2016","Sep 30, 2016",
 MathSJ   2017 : Applied Mathematics and Sciences: An International Journal,N/A,http://airccse.com/mathsj/index.html,"['mathematics', 'optimization', 'computational linguistics', 'computational intelligence']",N/A,N/A,"Apr 29, 2017","May 29, 2017","Jun 8, 2017",
 ISCPFM  2016 : International Symposium on Current Progress in Functional Materials,N/A,http://iscpfm.ui.ac.id,"['metals', 'polymer', 'functional materials']","Jul 26, 2016 - Jul 27, 2016","Bali, Indonesia","May 20, 2016","May 30, 2016","Jun 26, 2016",
 Incite  2016 : 2016 International Conference on Information Technology (InCITe) - The Next Generation IT Summit on the Theme - Internet of Things: Connect your Worlds,N/A,http://www.amity.edu/incite2016/,"['IOT', 'internet of things', 'information technology', 'computers']","Oct 6, 2016 - Oct 7, 2016",Noida,"Jul 15, 2016","Aug 15, 2016","Sep 15, 2016",
 DSD  2016 : 19th Euromicro Conference on Digital System Design,N/A,http://dsd-seaa2016.cs.ucy.ac.cy/,"['embedded', 'pervasive and high-performance', 'microarchitectures', 'digital circuits']","Aug 31, 2016 - Sep 2, 2016",Limassol,"Apr 24, 2016","May 13, 2016","Jul 4, 2016",
 META-FORUM  2016 : META-FORUM 2016: Beyond Multilingual Europe,N/A,http://www.meta-forum.eu,['NLP'],"Jul 4, 2016 - Jul 5, 2016","Lisbon, Portuga","May 20, 2016","Jun 4, 2016","Jul 31, 2016",
 ACI  2016 : Ambient Computational Intelligence - Special Session in IEEE SSCI 2016,N/A,https://sites.google.com/site/cisambientintelligence/ssci2016,"['ambient intelligence', 'computational intelligence', 'robotics', 'human-like intelligence']","Dec 6, 2016 - Dec 9, 2016","Athens, Greece","Aug 15, 2016","Sep 12, 2016","Oct 10, 2016",
 Euromicro DSD/SEAA  2016 : Euromicro DSD/SEAA 2016,N/A,http://dsd-seaa2016.cs.ucy.ac.cy/,"['embedded', 'pervasive and high-performance', 'advanced applications']","Aug 31, 2016 - Sep 2, 2016",Limassol,"Apr 24, 2016","Jun 13, 2016",,
 WCE  2016 : World Congress on Education (WCE-2016),N/A,http://worldconedu.org/Travel%20Information.html,"['education', 'pedagogy', 'curriculum, research and devel', 'educational foundations']","Oct 10, 2016 - Oct 13, 2016","Dublin, Ireland","Sep 15, 2016","Sep 25, 2016","Sep 30, 2016",
 MTC16Hong Kong Conference   2016 : International Academic Research Conference on Marketing & Tourism,N/A,http://globalbizresearch.org/HongKong_Conference_2016_Aug2/ ,"['marketing', 'tourism', 'consumer psychology']","Aug 11, 2016 - Aug 13, 2016",Best Western Grand Hotel,"Jul 15, 2016","Jul 20, 2016","Jul 25, 2016","Jun 30, 2016"
 ICDIM  2016 : Eleventh International Conference on Digital Information Management,International Conference on Digital Information Management,http://www.icdim.org,"['data mining', 'information processing', 'natural language processing', 'multimedia']","Sep 19, 2016 - Sep 21, 2016","Porto, Portugal","Jul 10, 2016","Aug 5, 2016","Sep 1, 2016",
 IJANA  2016 : International Journal of Advanced Networking and Applications (IJANA),N/A,http://www.ijana.in/,"['computer science', 'technology', 'networks', 'mobile ad-hoc']",N/A,N/A,TBD,,,
 Molecular Medicine   2016 : 2nd International Conference and Exhibition on Molecular Medicine and Diagnostics,N/A,N/A,[],"Sep 26, 2016 - Sep 28, 2016","Orlando Florida, USA",TBD,,,
 DSS  2016 : 2nd International Workshop on  Data-driven Self-regulating Systems,N/A,http://dss2016.inn.ac/,"['data-driven', 'machine learning', 'IOT', 'smart grids']","Sep 12, 2016 - Sep 12, 2016","Augsburg, Germany","Jul 8, 2016","Jul 17, 2016","Jul 22, 2016",
 MexIHC   2016 : 6th Mexican Conference on Human-Computer Interaction (MexIHC 2016),N/A,http://www.mexihc.org/2016/,"['HCI', 'usability', 'interaction design', 'interactive systems']","Sep 21, 2016 - Sep 23, 2016","Colima, Mexico","May 20, 2016","Jun 24, 2016","Jul 1, 2016",
" ICERI  2016 : 9th annual International Conference of Education, Research and Innovation",N/A,http://iated.org/iceri,"['education', 'e-learning ', 'higher education', 'technology']","Nov 14, 2016 - Nov 16, 2016",Sevilla,"Jul 14, 2016","Sep 1, 2016","Sep 29, 2016",
 ICAMDM  2016 : 2016 the 4th International Conference on Advanced Materials Design and Mechanics (ICAMDM2016),N/A,http://www.icamdm.org/,"['advanced materials design', 'materials engineering research', 'manufacturing technology and p', 'advanced materials and applica']","Aug 20, 2016 - Aug 21, 2016","jeju island,South Korea","Aug 24, 2016","Sep 6, 2016","Sep 6, 2016","Aug 31, 2016"
 ICIUS  2016 : 12th International Conference on Intelligent Unmanned Systems,N/A,http://www.icius2016.org/,"['unmanned systems', 'robotics and biomimetics', 'control and computation', 'intelligent system']","Aug 23, 2016 - Aug 25, 2016","Xi'an, China","May 1, 2016",,,
 SPIE PW  2017 : SPIE Photonics West 2017,N/A,http://spie.org/SPIE-PHOTONICS-WEST-conference,"['biomedical optics', 'lasers and applications', 'optoelectronic materials']","Jan 28, 2017 - Feb 2, 2017",San Francisco,"Jan 3, 2017","Sep 26, 2016",,"Jul 18, 2016"
 MLG/SAMLA -   2016 : Marxist Literary Group - Affiliated Session ,N/A,N/A,[],"Nov 4, 2016 - Nov 6, 2016","Jacksonville, Florida","May 15, 2016",,,
 ASOC SI Crowd Social Media  2016 :  Elsevier Applied Soft Computing (SCI IF=2.81)  Special Issue on Crowd Computing for Social Media Ecosystem,N/A,http://www.journals.elsevier.com/applied-soft-computing/call-for-papers/special-issue-on-crowd-computing-for-social-media-ecosystem ,"['social media', 'crowd computing', 'soft computing', 'security']",N/A,N/A,"Jul 31, 2016","Oct 31, 2016","Mar 1, 2017",
 ForMABS  2016 : Formal Methods for Analysis of Business System,N/A,http://www.tcs.com/about/research/newsevents/Pages/ForMABS-2016.aspx,"['business systems', 'model checking', 'program analysis', 'process and rules']","Sep 4, 2016 - Sep 4, 2016",Singapore,"May 27, 2016","Jun 27, 2016","Jul 31, 2016",
 IoTBD  2016 : Internet of Things and Big Data Technologies for Next Generation Healthcare,N/A,N/A,[],"Apr 23, 2016 - Apr 23, 2017",India,"May 31, 2016","Jun 15, 2016","Aug 31, 2016",
 ICiCSE   2017 : International Conference on Innovation in Computer Science and Engineering,N/A,http://www.warse.org/conference/icicse2016/,"['computer science', 'engineering']","Jan 30, 2017 - Jan 31, 2017","University Putra Malaysia, Malaysia","Aug 15, 2016","Oct 5, 2016","Nov 5, 2016",
" CCSNA  2016 : The 5th IEEE International Workshop on Cloud Computing Systems, Networks, and Applications 2016",N/A,http://www.ieee-ccsna.org/ccsna_gc16/,"['cloud computing', 'security', 'internet of things', 'mobile cloud computing']","Dec 4, 2016 - Dec 8, 2016","Washington, DC USA","Jul 15, 2016","Sep 1, 2016","Oct 1, 2016",
 FANS Conference  2016 : Fourth Annual Fandom and Neomedia Studies (FANS) Conference [UPDATE],N/A,http://bit.ly/1Zb9uEe,[],"Jun 4, 2016 - Jun 5, 2016","Dallas, TX","May 15, 2016",,,
 IJRG  2014 : International Journal of Research -GRANTHAALAYAH,N/A,http://www.granthaalayah.com,"['engineering', 'management', 'social', 'arts']",N/A,N/A,"May 15, 2016","May 20, 2016","May 25, 2016",
" ICCEET   2016 : International Conference on Computer Science, Engineering and Technologies",N/A,http://www.warse.org/conference/iccset2016/index.php,"['computer science', 'engineering', 'technologies']","Sep 5, 2016 - Sep 6, 2016","Bangkok, Thailand","Jun 5, 2016","Jul 29, 2016","Aug 15, 2016",
