Conference Name,Conference Series,Link,Categories,When,Where,Submission Deadline,Notification Due,Final Version Due,Abstract Registration Due
 ABSEA  2015 : Agent-based modeling and simulation of complex systems: engineering and applications,N/A,http://www.paams.net/absea15,"['agent-based modeling', 'artificial intelligence', 'multi-agent system']","Jun 3, 2015 - Jun 3, 2015","Salamanca, Spain","Jan 26, 2015","Feb 23, 2015","Mar 9, 2015",
 EC Agriculture  2015 : EC Agriculture invites article submission,N/A,https://www.ecronicon.com/agriculture.php,[],N/A,N/A,"Jan 26, 2015",,,
 EC Addiction  2015 : EC Addiction invites article submission,N/A,https://www.ecronicon.com/addiction.php,[],N/A,N/A,"Jan 26, 2015",,,
 9/11 and the Academy  2015 : Call for Papers: 9/11 and the Academy,N/A,https://www.h-net.org/announce/show.cgi?ID=218396,"['conference', 'workshop']","Nov 6, 2015 - Nov 7, 2015",Emory & Henry College,TBD,,,
 AIMA  2015 : 5th International Workshop on Artificial Intelligence in Medical Applications,N/A,https://www.fedcsis.org/aima,"['computer science', 'information technology', 'artificial intelligence', 'medicine']","Sep 13, 2015 - Sep 16, 2015","Lodz, Poland","Apr 24, 2015","Jun 15, 2015","Jul 1, 2015",
 ICFP  2015 : The 20th ACM SIGPLAN International Conference on Functional Programming,International Conference on Functional Programming,http://www.icfpconference.org/icfp2015/index.html,[],"Aug 1, 2015 - Sep 2, 2015","Vancouver, British Columbia, Canada","Feb 27, 2015",,,
 CANA  2015 : 8th Workshop on Computer Aspects of Numerical Algorithms,N/A,https://www.fedcsis.org/cana,"['computer science', 'information technology', 'numerical algorithms', 'programming']","Sep 13, 2015 - Sep 16, 2015","Lodz, Poland","Apr 24, 2015","Jun 15, 2015","Jul 1, 2015",
 ASIR  2015 : 5th International Workshop on Advances in Semantic Information Retrieval,N/A,https://www.fedcsis.org/asir,"['computer science', 'information technology', 'ontology', 'information retrieval']","Sep 13, 2015 - Sep 16, 2015","Lodz, Poland","Apr 24, 2015","Jun 15, 2015","Jul 1, 2015",
" SLATE  2015 : Symposium on Languages, Applications and Technologies","Symposium on Languages, Applications and Technologies",http://slate-conf.org/2015,"['natural language processing', 'language', 'compilers', 'ontologies']","Jun 18, 2015 - Jun 19, 2015","Madrid, Spain","Mar 26, 2015","Apr 23, 2015","May 14, 2015",
 DS-RAIT  2015 : 2nd Doctoral Symposium on Recent Advances in Information Technology,N/A,https://www.fedcsis.org/ds-rait,"['computer science', 'information technology']","Sep 13, 2015 - Sep 16, 2015","Lodz, Poland","Apr 24, 2015","Jun 15, 2015","Jul 1, 2015",
 ISM  2015 : 10-th Conference on Information Systems Management,N/A,https://www.fedcsis.org/ism,"['computer science', 'information technology', 'management', 'GOVERNANCE']","Sep 13, 2015 - Sep 16, 2015","Lodz, Poland","Apr 24, 2015","Jun 15, 2015","Jul 1, 2015",
 CEIM  2015 : 2nd Workshop on Complex Events and Information Modelling,N/A,https://www.fedcsis.org/ceim,"['computer science', 'information technology', 'artificial intelligence', 'information modelling']","Sep 13, 2015 - Sep 16, 2015","Lodz, Poland","Apr 24, 2015","Jun 15, 2015","Jul 1, 2015",
 Critical Immigration Policy Issues  2015 : Call for Papers: Critical Immigration Context and Policy Issues in Canada,N/A,N/A,[],"Jan 11, 2015 - Feb 13, 2015",Toronto,"Feb 13, 2015",,,
 SWEC   2015 : Second International Workshop on the Swarm at the Edge of the Cloud,N/A,http://www.terraswarm.org/swec15/,"['sensors', 'data management', 'architectures', 'verification']","Apr 13, 2015 - Apr 13, 2015","Seattle, Washington","Jan 18, 2015","Feb 3, 2015","Feb 17, 2015",
 UNET  2015 : The International Symposium on Ubiquitous Networking,N/A,http://www.unet-conf.org,"['ubiquitous networking', 'pervasive systems', 'b4g and 5g mobile networks', 'cloud computing/networking']","Sep 8, 2015 - Sep 10, 2015","Casablanca, Morocco","Apr 30, 2015","May 30, 2015","Jun 20, 2015",
" Mix - Writing Digital  2015 : Mix Digital 3 - Writing Digital, Bath Spa University 2015",N/A,http://mix-bathspa.org/news/,"['writing', 'DIGITAL', 'creative writing', 'workshop']","Jul 2, 2015 - Jul 4, 2015","Bath Spa University, Newton Park Campus","Jan 31, 2015",,,
 ICCCN  2015 : The 24th International Conference on Computer Communication and Networks,International Conference on Computer Communications and Networks,http://icccn.org/icccn15/call-for-papers/,[],"Aug 3, 2015 - Aug 6, 2015","Las Vegas, Nevada, USA","Feb 26, 2015","Apr 13, 2015","May 8, 2015","Feb 19, 2015"
 LCN  2015 : 40th Annual IEEE Conference on Local Computer Networks,Local Computer Networks,http://www.ieeelcn.org/lcn40cfp.pdf,['computer network'],"Oct 26, 2015 - Oct 29, 2015","Florida, USA","Apr 11, 2015","Jul 6, 2015","Jul 30, 2015","Apr 4, 2015"
 MECE  2015 : International Conference on Trends in Mechanical Engineering,N/A,http://iidco.org/2015/mece/index.html,"['mechanical engineering', 'automation', 'aerospace', 'design automation']","Feb 14, 2015 - Feb 15, 2015","Bangalore , India","Jan 13, 2015","Feb 7, 2015","Feb 10, 2015",
 IICCEE  2015 : Isra International Conference on Computer and Electrical Engineering,N/A,http://iu.edu.jo/conference/confele/index.php,"['communication and signal proce', 'computer systems and networks', 'control & industrial technolog', 'power system and energy']","Apr 7, 2015 - Apr 8, 2015",Amman - Jordan,"Feb 1, 2015","Mar 1, 2015","Mar 15, 2015",
 ACySe  2015 : Second International Workshop on Agents and CyberSecurity,N/A,https://sites.google.com/site/acyse2015/,"['agents', 'security', 'privacy', 'artificial intelligence']","May 4, 2015 - May 5, 2015","Istanbul, Turkey","Feb 11, 2015","Mar 10, 2015","Mar 19, 2015",
" CFC - AAL Book (IET)  2015 : Call for chapters - Book on Ambient Assisted Living: Technologies and Applications, edited by IET",N/A,http://staffnet.kingston.ac.uk/~ku48824/AAL_Book.html,"['ambient intelligence', 'telecare', 'sensors', 'ehealth']",N/A,N/A,"Oct 1, 2015",,,"Feb 25, 2015"
 S2MT  2015 : Semantics-Driven Statistical Machine Translation                     Theory and Practice,N/A,http://hlt.suda.edu.cn/workshop/s2mt/,['NLP'],"Jul 30, 2015 - Jul 30, 2015","Beijing, China","May 14, 2015","Jun 4, 2015","Jun 22, 2015",
 NLPCS  2015 : Natural Language Processing and Cognitive Science,Natural Language Processing and Cognitive Science,http://nlpcs2015.epi.uj.edu.pl,"['NLP', 'cognitive science', 'speech processing', 'AI']","Sep 22, 2015 - Sep 24, 2015",Krakow,"Apr 25, 2015","Jun 3, 2015","Jun 20, 2015",
 SLSA  2015 : Law and Justice in Colonies and Post Colonies - SLSA Conference 2015,N/A,http://www2.warwick.ac.uk/fac/soc/law/research/events/conferences/slsa/streams/lajicapc/,"['law', 'colonialism', 'justice', 'socio-legal']","Mar 31, 2015 - Apr 1, 2015","University of Warwick, United Kingdom","Jan 19, 2015",,,
 ITP  2015 : interactive theorem proving,Interactive Theorem Proving,http://www.inf.kcl.ac.uk/staff/urbanc/itp-2015/,[],"Aug 24, 2015 - Aug 27, 2015",nanjing,"Mar 12, 2015","May 15, 2015","Jun 5, 2015","Mar 9, 2015"
" ARES  2015 : The 10th International Conference on Availability, Reliability and Security","Availability, Reliability and Security",http://www.ares-conference.eu,"['availability', 'reliability', 'security', 'dependability']","Aug 24, 2015 - Aug 28, 2015",Toulouse,"Mar 2, 2015","May 11, 2015",,
 PACT  2015 : International Conference on Parallel Architectures and Compilation Techniques,International Conference on Parallel Architectures and Compilation Techniques,http://www.pactconf.org,"['computer architecture', 'computer science', 'parallel computing', 'software engineering']","Oct 18, 2015 - Oct 21, 2015",San Francisco,"Mar 26, 2015","Aug 1, 2015","Aug 18, 2015","Mar 19, 2015"
 SPRO  2015 : International Workshop on Software Protection,N/A,https://aspire-fp7.eu/spro/,"['software', 'security', 'protection']","May 19, 2015 - May 19, 2015",Florence (Italy),"Jan 31, 2015","Dec 18, 2014","Feb 27, 2015",
 WWV  2015 : 11th International Workshop on Automated Specification and Verification of Web Systems ,N/A,http://wwv2015.isti.cnr.it/,"['www', 'verification', 'security', 'formal methods']","Jun 23, 2015 - Jun 23, 2015","Oslo, Norway","Apr 10, 2015","May 8, 2015","May 31, 2015","Mar 30, 2015"
 WISSE  2015 : Fifth International Workshop on Information Systems Security Engineering ,N/A,http://gsya.esi.uclm.es/WISSE2015/index.htm,"['security', 'information system', 'privacy']","Jun 8, 2015 - Jun 8, 2015","Stockholm, Sweden","Mar 8, 2015","Mar 18, 2015","Mar 24, 2015",
 MMAP  2015 : 8th International Symposium on Multimedia Applications and Processing,N/A,https://www.fedcsis.org/mmap,"['computer science', 'information technology', 'multimedia']","Sep 13, 2015 - Sep 16, 2015","Lodz, Poland","Apr 24, 2015","Jun 15, 2015","Jul 1, 2015",
" Karl Barth Conference  2015 : #CFP: The 2015 Annual Karl Barth Conference • Karl Barth & The Gospels • June 21-24, 2015",N/A,http://ptsem.edu/barthconference/,"['theology', 'biblical studies', 'historical studies', 'religion']","Jun 21, 2015 - Jun 24, 2015","Princeton, NJ","Jun 21, 2015",,,"Mar 1, 2015"
 ICTH  2015 : The 5th International Conference on Current and Future Trends of Information and Communication Technologies in Healthcare,N/A,http://icth-15.dai-labor.de/,"['health informatics', 'healthcare', 'e-health', 'health']","Sep 27, 2015 - Sep 30, 2015","Berlin, Germany","Jun 15, 2015","Jun 30, 2015","Jul 26, 2015",
 FQAS  2015 : Flexible Query Answering Systems,Flexible Query Answering Systems,http://fqas2015.ibspan.waw.pl,"['database management', 'information retrieval', 'flexible querying', 'intelligent techniques']","Oct 26, 2015 - Oct 28, 2015","Cracow, Poland","May 31, 2015","Jun 21, 2015","Jul 10, 2015",
 ASME-VVS  2015 : ASME Verification and Validation Symposium,N/A,http://www.asmeconferences.org/VVS2015/index.cfm,[],"May 13, 2015 - May 15, 2015",Las Vegas,"Jan 28, 2015",,,
 WWV  2015 : 11th International Workshop on Automated Specification and Verification of Web Systems ,Workshop on Automated Specification and Verification of Web Sites,http://wwv2015.isti.cnr.it/,"['www', 'verification', 'security', 'formal methods']","Jun 23, 2015 - Jun 23, 2015","Oslo, Norway","Mar 25, 2015","May 8, 2015","May 31, 2015","Mar 18, 2015"
 ScholedgePublishing  2015 : Call for Papers for Scholedge International Journal(s),N/A,http://scholedge.org/cfp.php,"['management', 'business policy', 'GOVERNANCE', 'multidisciplinary']",N/A,N/A,"Jan 29, 2015",,,
 GCETM  2015 : 2nd Global Conference on Engineering and Technology Management,N/A,http://www.gcetm.org,"['engineering', 'technology management', 'industrial engineering', 'systems engineering']","Sep 4, 2015 - Sep 5, 2015","Chicago, IL, USA","May 22, 2015","Jun 3, 2015","Jul 19, 2015","Apr 24, 2015"
 NAT@Logic  2015 : NAT@Logic 2015 - Logic AT Natal,N/A,http://natalogic-2015.dimap.ufrn.br/,"['logic', 'computational logic', 'formal philosophy', 'mathematical logic']","Aug 31, 2015 - Sep 4, 2015","Natal, Brazil","Apr 12, 2015","May 31, 2015","Jun 14, 2015",
 WSN  2015 : 4th International Conference on Wireless Sensor Networks,N/A,https://www.fedcsis.org/wsn,"['computer science', 'information technology', 'networks', 'wireless sensor networks']","Sep 13, 2015 - Sep 16, 2015","Lodz, Poland","Apr 24, 2015","Jun 15, 2015","Jul 1, 2015",
 Beyond Kadison-Singer  2015 : Beyond Kadison-Singer,N/A,http://www.journals.elsevier.com/journal-of-mathematical-analysis-and-applications/call-for-papers/call-for-papers-beyond-kadison-singer/,['mathematical analysis'],N/A,N/A,TBD,,,
 AIApp  2015 : Second International Conference on Artificial Intelligence and Applications,N/A,http://cosit2015.org/aiapp/index.html,"['artificial intelligence', 'bioinformatics', 'NLP', 'intelligent systems']","Mar 21, 2015 - Mar 22, 2015","Geneva , Switzerland","Feb 28, 2015","Mar 10, 2015","Mar 13, 2015",
 JPMS Society-2015  2015 : National  Journal  of  Comparative  Law:ISSN : 2393-9338 ,N/A,https://www.facebook.com/pages/NJCL_National-Journal-of-Comparative-Law/770102473063626?ref=hl,['journals'],N/A,N/A,"Apr 24, 2015","Apr 6, 2015","Apr 3, 2015","May 25, 2015"
 ARP  2015 :  Academic and Research Publications,N/A,https://www.facebook.com/ARPublications?ref=hl,['journals'],N/A,N/A,"Apr 24, 2015","Apr 6, 2015","Apr 3, 2015","May 25, 2015"
 GEEE  2018 : 5th International Conference on Green Energy and Environmental Engineering (GEEE-2018),N/A,http://www.conf-event.com/GEEE.html,"['renewable energy', 'environmental engineering', 'electrical enigineering', 'nuclear energy']","Apr 28, 2018 - Apr 30, 2018","Sousse, Tunisia","Jan 31, 2018","Mar 5, 2018","Apr 5, 2018",
 S&I  2016 : 3rd International Workshop on Signal & Image Processing with MATLAB (S&I – 2016),N/A,http://ipco-co.com/ACECS/Workshop-S&I.html,"['matlab', 'signal processing', 'image & video processing', 'enhancement, filtering & matc']","Mar 23, 2016 - Mar 24, 2016","Hammamet, Tunisia","Feb 25, 2016","Mar 5, 2016","Mar 10, 2016",
 CEBA  2016 : 3rd International Conference on Chemical Engineering and Biotechnology Application - CEBA-2016,N/A,http://ipco-co.com/CEBA.html,"['chemical engineering', 'biotechnology application', 'biomedical computational drug', 'agricultural & animal biotechn']","Apr 23, 2016 - Apr 25, 2016","Hammamet, Tunisia","Feb 20, 2016","Mar 5, 2016","Mar 30, 2016",
 SaFoMe  2015 : 2nd International Workshop on Safety and Formal Methods,N/A,https://es-static.fbk.eu/events/safome15,"['safety', 'formal methods', 'security']","Jun 22, 2015 - Jun 22, 2015","Oslo, Norway","Mar 24, 2015","Apr 30, 2015","May 15, 2015",
 ISS  2015 : Information Systems Security,N/A,http://www.mipro.hr/MIPRO2015.ISS/ELink.aspx,"['security', 'privacy']","May 27, 2015 - May 29, 2015","Opatija, Croatia","Feb 28, 2015","Mar 16, 2015","Apr 15, 2015","Jan 31, 2015"
" ICCSAP  2015 : International Conference on Communication Science, Anthropology  and Political Science (ICCSAP-2015)",N/A,http://www.iccsap.org/,"['communication science', 'anthropology', 'political science', 'social science']","Mar 15, 2015 - Mar 16, 2015",Bangkok Thailand,"Feb 15, 2015",,,
" SSEMSE  2015 : 2015 International Conference on Social Science, Education Management and Sports Education",N/A,http://www.ssemse.org/cnindex.html,[],"Apr 10, 2015 - Apr 11, 2015","Beijing, China","Jan 31, 2015","Jan 31, 2015","Jan 31, 2015",
" ICFSEM  2015 : International Conference on Food Sciences, Earth Sciences and Management (ICFSEM – 2015)",N/A,http://www.icfsem.org/,"['food science', 'earth science', 'management', 'ecology']","Mar 15, 2015 - Mar 16, 2015",Bangkok Thailand,"Feb 15, 2015",,,
" ICFPS  2015 : International Conference on Forestry, Plant and Soil (ICFPS – 2015)",N/A,http://www.icfps.org/,"['forestry', 'plant', 'soil', 'agriculture']","Jul 15, 2015 - Jul 16, 2015",Bali Island Indonesia,"Jun 15, 2015",,,
" ECEEM  2015 : European Conference on Engineering, Environment and Management (ECEEM – 2015)",N/A,http://www.eceem.org/,"['engineering', 'environment', 'management', 'energy']","Jul 15, 2015 - Jul 16, 2015",Bali Island Indonisia,"Jun 15, 2015",,,
" ISCPSS  2015 : International Symposium on Culture, Policy and Social Science (ISCPSS – 2015)",N/A,http://www.iscpss.org/,"['culture', 'policy', 'social sciences', 'arts']","Sep 16, 2015 - Sep 17, 2015",Sydney Australia,"Aug 16, 2015",,,
" ICMCCS  2015 : International Conference of Management, Climate Change and Soil Study (ICMCCS – 2015)",N/A,http://www.icmccs.org/,"['management', 'climate change', 'soil study', 'environment']","Sep 16, 2015 - Sep 17, 2015",Sydney Australia,"Aug 16, 2015",,,
" ICEPSS  2015 : International Conference on Education, Policy and Social Sciences (ICEPSS – 2015)",N/A,http://www.icepss.org/,"['education', 'policy', 'social sciences', 'healthcare']","Jul 15, 2015 - Jul 16, 2015",Bali Island Indonisia,"Jun 15, 2015",,,
" ISMSE  2015 : International Symposium on Medicine, Social Science and Education (ISMSE – 2015)",N/A,http://www.ismse.org/,"['medicine', 'social science', 'education', 'healthcare']","Mar 15, 2015 - Mar 16, 2015",Bangkok Thailand,"Feb 15, 2015",,,
" EESE  2015 : The International Conference on Energy, Environment and Sustainable Economy (EESE Conference)",N/A,http://iceese.org/,"['energy', 'engineering', 'sustainable economy', 'environment']","Nov 28, 2015 - Nov 29, 2015",Dubai UAE,"Nov 18, 2015",,,
 UIC  2015 : The 12th IEEE International Conference on Ubiquitous Intelligence and Computing,Ubiquitous Intelligence and Computing,http://www.cybermatics.org/SWC2015/UIC/UIC2015.htm,[],"Aug 10, 2015 - Aug 14, 2015","Beijing, China","Mar 31, 2015","May 15, 2015","Jun 15, 2015",
 SLE  2015 : ACM SIGPLAN Software Language Engineering,Software Language Engineering,http://conf.researchr.org/home/sle2015,"['software engineering', 'language engineering', 'grammars', 'modelling']","Oct 25, 2015 - Oct 27, 2015","Pittsburgh, USA","Jun 15, 2015","Jul 24, 2015","Aug 7, 2015","Jun 1, 2015"
" RSEEB  2015 : Research Symposium on Energy, Environment and Biology (RSEEB – 2015)",N/A,http://www.rseeb.org/,"['energy', 'environment', 'biology', 'agriculture']","Sep 16, 2015 - Sep 17, 2015",Sydney Australia,"Aug 16, 2015",,,
 AOC  2015 : ANTHROPIC-ORIENTED COMPUTING ,N/A,http://aoc.deib.polimi.it/,"['crowd agents', 'multi agent', 'computational psychological', 'decision making']","Jun 17, 2015 - Jun 19, 2015","Hilton Sorrento Palace, Italy","Feb 25, 2015","Mar 2, 2015","Mar 2, 2015","Feb 15, 2015"
 IWOCL  2015 : The International Workshop on OpenCL,N/A,http://www.iwocl.org/present/call-for-sessions/,"['full papers', 'technical presentations', 'tutorials', 'posters']","May 12, 2015 - May 13, 2015","Stanford University, California","Feb 14, 2015","Mar 31, 2015","Apr 30, 2015",
" ICPSFB  2015 : International Conference on Plant Sciences, Forestry and Biology (ICPSFB – 2015)",N/A,http://www.icpsfb.org/,"['plant sciences', 'forestry', 'biology', 'management']","Nov 28, 2015 - Nov 29, 2015",Dubai UAE,"Nov 18, 2015",,,
 Wireless Communication  2015 : International Conference and Business Expo on Wireless Communication & Network,N/A,http://wirelesscommunication.conferenceseries.com/index.php,[],"Sep 21, 2015 - Sep 23, 2015",Baltimore,TBD,,,
" AIST  2015 :  Analysis of Images, Social Networks, and Texts",N/A,http://aistconf.org/,"['images processing', 'text mining', 'game analytics', 'natural language processing']","Apr 9, 2015 - Apr 11, 2015",Yekaterinburg,"Jan 25, 2015","Feb 15, 2015","Mar 1, 2015","Jan 18, 2015"
" WSFME  2015 : World Symposium on Finance, Management, and Education (WSFME – 2015)",N/A,http://www.wsfme.org/,"['finance', 'management', 'education', 'environment']","Nov 28, 2015 - Nov 29, 2015",Dubai UAE,"Nov 18, 2015",,,
" WSEME  2015 : World Symposium on Engineering, Mining and Education (WSEME – 2015)",N/A,http://www.wseme.org/,"['engineering', 'mining', 'education', 'management']","Dec 3, 2015 - Dec 4, 2015",Bangkok Thailand,"Nov 15, 2015",,,
" IWBMIC  2015 : International Workshop on Business, Marketing and Internal Control (IWBMIC – 2015)",N/A,http://www.iwbmic.org/,"['business', 'marketing', 'internal control', 'management']","Dec 3, 2015 - Dec 4, 2015",Bangkok Thailand,"Nov 15, 2015",,,
" ICSTEM  2015 : International Conference on Sustainable Technology, Energy and Management (ICSTEM – 2015)",N/A,http://www.icstem.org/,"['sustainable technology', 'energy', 'management', 'economics']","Dec 3, 2015 - Dec 4, 2015",Bangkok Thailand,"Nov 15, 2015",,,
 NLDBWS  2015 : Workshops & Tutorials @ NLDB 2015,N/A,N/A,[],"Jun 16, 2015 - Jun 16, 2015","Passau, Germany","Feb 12, 2015","Feb 15, 2015","Mar 5, 2015",
 NWNS  2015 : Two days National Level Workshop on Network Security ,N/A,http://rathinamcomputerscience.blogspot.in/,[],"Feb 27, 2015 - Feb 28, 2015","Eachanari, Coimbatore","Feb 23, 2015","Feb 24, 2015",,
 TII-SACPS  2015 : Special Section on Smart Agents and Cyber-Physical Systems for Future Industrial Systems to be published in the IEEE Transactions on Industrial Informatics,N/A,http://tii.ieee-ies.org/,"['internet of things', 'cyber-physical systems', 'multi-agent systems', 'manufacturing']",N/A,N/A,"Oct 31, 2015",,,
 DMSS  2015 : The 2015 IEEE International Workshop on Distributed Mobile Systems & Services,N/A,http://cs.queensu.ca/~elgazzar/DMSS2015/,"['mobile cloud', 'distributed systems', 'mobile services', 'internet of things (iot))']","Jul 6, 2015 - Jul 9, 2015","Larnaca, Cyprus","Apr 20, 2015","Apr 27, 2015","May 4, 2015",
" IC3K  2015 : International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management","International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",http://www.kdir.ic3k.org/,"['knowledge discovery', 'knowledge engineering', 'knowledge management']","Nov 12, 2015 - Nov 14, 2015","Lisbon, Portugal","Jul 14, 2015","Sep 18, 2015","Oct 2, 2015",
 EPIA-TEMA  2015 : 17th Portuguese Conference on Artificial Intelligence (EPIA 2015): Text Mining and Applications (TEMA’15) Track,N/A,http://epia2015.dei.uc.pt,"['text mining', 'artificial intelligence', 'machine learning', 'natural language processing']","Sep 8, 2015 - Sep 11, 2015",Coimbra,"Mar 9, 2015","Apr 27, 2015","Jun 1, 2015",
 WH  2015 : Wireless Health,Wireless Health,http://www.wirelesshealth2015.org/call-for-papers/,"['healthcare', 'wireless', 'mobile', 'mhealth']","Oct 14, 2015 - Oct 16, 2015",Bethesda MD,"Apr 17, 2015","Jul 1, 2015",,
 SPLC  2015 : Software Product Line Conference 2015,Software Product Lines,http://www.splc2015.net/,"['software engineering', 'software product line']","Jul 20, 2015 - Jul 24, 2015","Nashville, TN","Apr 17, 2015","May 21, 2015","Jun 30, 2015","Mar 27, 2015"
 Handbook  2015 : Handbook of Research on Managerial Strategies for Achieving Optimal Performance in Industrial Processes,N/A,http://www.igi-global.com/publish/call-for-papers/call-details/1656,"['industrial processes', 'supply chain management', 'icts']","Jan 1, 2015 - Dec 30, 2015",N/A,"Jun 30, 2015","Aug 30, 2015","Sep 30, 2015","Feb 28, 2015"
 AusCERT  2015 : AusCERT2015 Conference,N/A,https://easychair.org/conferences/?conf=auscert2015,"['information security', 'it risk', 'hacking', 'cybercrime']","Jun 1, 2015 - Jun 5, 2015","Gold Coast, Australia","Jan 18, 2015","Feb 6, 2015","May 29, 2015",
 CEA  2015 : The Seventh International Workshop on Cooking and Eating Activities,N/A,N/A,[],"Jul 3, 2015 - Jul 3, 2015","Torino, Italy","Mar 31, 2015","Apr 30, 2015","May 15, 2015",
 SST  2015 : Smart Systems and Technologies (Journal of Academic and Applied Studies),N/A,http://www.academians.org,"['cloud computing', 'soft computing', 'parallel algorithms', 'image processing']",N/A,N/A,"Mar 31, 2015","Apr 17, 2015","Apr 24, 2015","Feb 15, 2015"
" MAEE  2015 : 2015 3rd  International Conference on Insulating Materials, Material Application and Electrical engineering  (MAEE2015）",N/A,http://iser-association.org/MAEE2015/Home/,"['material', 'electrical engineering', 'information engineering']","May 30, 2015 - May 31, 2015",Beijing,"Mar 20, 2015","Mar 20, 2015","Mar 20, 2015",
 ESME  2015 : 2015 3rd International Conference on Environmental Science and Material Application (ESME2015),N/A,http://iser-association.org/ESME2015/,"['environmental science', 'material application', 'chemistry']","Mar 28, 2015 - Mar 29, 2015","Wuhan,China","Feb 10, 2015","Feb 10, 2015","Feb 12, 2015","Feb 1, 2015"
 CMBE  2015 : 4th International Conference on Computational & Mathematical Biomedical Engineering,N/A,http://www.compbiomed.net/2015/index.htm,"['biomedical engineering', 'mathematics', 'interdisciplinary', 'medical imaging']","Jun 29, 2015 - Jul 1, 2015",Cachan France,"Mar 7, 2015","Apr 1, 2015","Apr 30, 2015","Apr 30, 2015"
" WiCOM  2015 : The 11th International Conference on Wireless Communications, Networking and Mobile Computing",N/A,http://www.wicom-meeting.org/2015/,"['wireless communications', 'networking', 'mobile computing', 'communication']","Sep 21, 2015 - Sep 23, 2015","Shanghai, China","May 15, 2015",,,
 ICEE  2015 : 2nd International Conference on Earth Sciences and Engineering,N/A,http://icee.cafetinnova.org/,"['earth sciences', 'geology', 'environmental science', 'ocean and coastal']","Mar 20, 2015 - Mar 21, 2015","Coimbatore, INDIA","Feb 10, 2015","Mar 5, 2015","Mar 10, 2015",
 SPLC  2015 : Software Product Lines,N/A,http://www.splc2015.net/,"['software engineering', 'software product line']","Jul 20, 2015 - Jul 24, 2015","Nashville, TN","Apr 17, 2015","May 21, 2015","Jun 30, 2015","Mar 27, 2015"
 iCBBE  2015 : The 9th International Conference on Bioinformatics and Biomedical Engineering (iCBBE 2015),N/A,http://www.icbbe.org/2015,"['bioinformatics', 'biomedical engineering', 'computational biology', 'biostatistics and biometry']","Sep 18, 2015 - Sep 20, 2015","Shanghai, China","Apr 17, 2015",,,
 Ethics&Policy HRI  2015 : The Emerging Ethics and Policy of Human Robot Interaction,N/A,http://www.openroboethics.org/hri15/,"['human robot interaction', 'robotics', 'robot ethics', 'artificial intelligence']","Mar 2, 2015 - Mar 2, 2015","Portland, OR","Feb 2, 2015","Feb 9, 2015",,
 shorts  2015 : SIGIRshortpapers,N/A,http://www.sigir2015.org/callforpapers/shortpapers,['IR'],"Aug 9, 2015 - Aug 13, 2015",Chile,"Feb 18, 2015","Apr 20, 2015","May 20, 2015",
 HotPOST  2015 : The 7th International Workshop on Hot Topics in Planet-­scale mObile computing and online Social neTworking,N/A,http://hotpost15.weebly.com/,"['networking', 'mobile', 'social', 'communications']","Jun 22, 2015 - Jun 22, 2015","Hangzhou, China","Mar 23, 2015","Apr 7, 2015","Apr 15, 2015",
 ALA  2015 : Adaptive Learning Agents,Adaptive and Learning Agents,http://ala2015.csc.liv.ac.uk,"['artificial intelligence', 'agents', 'reinforcement learning', 'machine learning']","May 4, 2015 - May 5, 2015","Istanbul, Turkey","Feb 18, 2015","Mar 10, 2015",,
 AIS   2015 : International Workshop on Artificial Immune Systems,N/A,http://www.dmi.unict.it/ais2015/,"['synthetic & systems immunology', 'computational immunology', 'immune-inspired engineering', 'immune-inspired computation']","Jul 17, 2015 - Jul 18, 2015","Taormina, Italy","Feb 18, 2015","Mar 26, 2015","Apr 16, 2015",
 SOPO  2015 : The International Symposium on Photonics and Optoelectronics (SOPO 2015),N/A,http://www.sopoconf.org/2015,"['photonics', 'optoelectronics', 'image processing', 'laser technology']","Aug 22, 2015 - Aug 24, 2015","Shanghai, China","Feb 13, 2015",,,
 CSCAS  2015 : The International Conference on Communication Systems and Computing Application Science ,N/A,http://www.cscas.org,"['computing application science', 'communication systems', 'database technology']","May 16, 2015 - May 17, 2015","Jeju Island, South Korea","Jan 26, 2015","Jan 30, 2015",,"Feb 6, 2015"
 WebET  2015 : CFP - WWW2015 Workshop on Web-based Education Technologies,N/A,https://events.keep.edu.hk/webet/2015/,[],"May 19, 2015 - May 20, 2015","Florence, Italy","Feb 1, 2015","Mar 1, 2015","Mar 15, 2015",
 Strategica  2015 : Strategica: Local versus Global,N/A,http://strategica-conference.ro/,"['economics', 'finance and banking', 'business administration', 'marketing and consumer behavio']","Oct 29, 2015 - Oct 30, 2015",Bucharest,"Feb 15, 2015","Feb 28, 2015","Apr 26, 2015",
" ICCRC  2015 : 3rd International Conference on Control, Robotics and Cybernetics",N/A,http://www.iccrc.org/,"['control', 'robotics', 'cybernetics']","Aug 13, 2015 - Aug 14, 2015","Berlin, Germany","Mar 30, 2015","Apr 20, 2015",,
 PLOP  2015 : Pattern Languages of Programs Conference 2015,N/A,http://www.hillside.net/plop/2015/,"['design patterns', 'patterns', 'pattern languages', 'applying patterns']","Oct 24, 2015 - Oct 26, 2015","Pittsburgh, Pennsylvania, Usa","Jul 7, 2015","Jul 15, 2015","Jan 15, 2016","May 4, 2015"
